sentence,options,answer,difficulty,question_type
'Lookism' is based on purely ……… standards of beauty.,"arbitrary|accidental|impossible|unreachable",arbitrary,hard,VOCAB
His private life has come under close public ……… since he won the championship.,"scrutiny|attention|enquiry|notice",scrutiny,hard,VOCAB
I find his attitude towards poverty ……… and bigoted.,"outstanding|ignorant|incomparable|sympathetic",ignorant,hard,VOCAB
Manchester had several opportunities to score but ……… their chances.,"spent|squandered|scattered|abused",squandered,hard,VOCAB
The team coach remained ……… from the public debate about his competence.,"far|disinterested|away|aloof",aloof,hard,VOCAB
This new law is just the latest in a ……… of laws intended to wipe out discrimination.,"procession|lineage|file|succession",succession,hard,VOCAB
There was absolute ……… when the spectators invaded the pitch.,"rioting|rebellion|turbulence|turmoil",turmoil,hard,VOCAB
The future looks ……… for the Swan Theatre unless ticket sales improve.,"chilly|bleak|exposed|inhospitable",bleak,hard,VOCAB
Kate and Leopold is a(n) ……… romantic comedy.,"amiable|civil|charming|friendly",charming,hard,VOCAB
The play was full of ……… one-liners.,"corny|musty|withered|fusty",corny,hard,VOCAB
The script was intelligent but the ……… special effects spoilt our overall enjoyment of the film.,"fixed|dated|established|antique",dated,hard,VOCAB
This new video game has a ……… storyline and a larger-than-life action hero.,"gripping|grabbing|grasping|growing",gripping,hard,VOCAB
The dialogue is good in the film and it includes a(n) ……… exchange of life stories that had everyone in stitches.,"hilarious|unruly|blustery|rough",hilarious,hard,VOCAB
I was impressed by the author's perception and by the ……… remarks in the book.,"inside|insensitive|indiscreet|insightful",insightful,hard,VOCAB
After the minute's silence in the cathedral there came a second ……… moment for reflection.,"upsetting|poignant|piteous|pathetic",poignant,hard,VOCAB
The subject matter was presented in such a heavy-handed and ……… manner that we walked out half way through the performance.,"pretentious|precautious|pre-emptive|preclusive",pretentious,hard,VOCAB
"The ending was appropriately ………, with Alan getting down on one knee and asking Fran to marry him.","soapy|sloppy|soppy|slippery",soppy,hard,VOCAB
……… is falling at last and the price of goods and services is coming down.,"Inflation|Inflammation|Deflation|Deflection",Inflation,hard,VOCAB
I'll need to ……… some money from the bank to pay for the holiday.,"remove|cancel|extract|withdraw",withdraw,hard,VOCAB
The bank ……… dealt with the large transaction very efficiently.,"teller|seller|assistant|aide",teller,hard,VOCAB
"Because Patrick didn't have enough money in his account to cover the amount, the cheque ……….","sprang|jumped|bounced|hopped",bounced,hard,VOCAB
Every month Clara is afraid to look at her bank ……… because she knows she's spending too much.,"report|statement|affirmation|certificate",statement,hard,VOCAB
"The national ……… of France used to be the Franc, but now it's the Euro.","exchange|cash|coin|currency",currency,hard,VOCAB
This needs to be paid into the bank; could you go this afternoon and make a(n) ………?,"placement|deposit|payment|accumulation",deposit,hard,VOCAB
"Elizabeth's so lucky! Last week she won a writing competition and this week she's won the lottery, two ……… one after the other!","windbags|windpipes|wind-breaks|windfalls",windfalls,hard,VOCAB
"My bank account has a £1,000 ……… facility, but I don't want to use it because I get stressed when I owe money.","overdraft|outpass|overpass|redraft",overdraft,hard,VOCAB
"Despite the many ……… distractions she had to overcome, she achieved the success she deserved.","extended|extracted|external|extravagant",external,hard,VOCAB
The total ……… of nuclear weapons would hopefully give the world something to celebrate.,"extermination|elimination|ellipsis|exception",elimination,hard,VOCAB
The ……… of hard work bringing positive results is perhaps out of favour now in the modern world.,"abstract|opinion|concept|belief",concept,hard,VOCAB
Overconfidence due to overnight success can take us quickly down that ……… road to failure.,"sticky|slippery|oily|slithery",slippery,hard,VOCAB
Company headquarters are situated ……… in the heart of the city.,"direct|exact|precise|right",right,hard,VOCAB
He ……… more and more experience until he finally reached the top of his profession.,"achieved|gained|earned|won",gained,hard,VOCAB
The preparations for the Olympic Games are on ……… according to the committee in charge.,"goal|target|progress|aim",target,hard,VOCAB
"Following years of intense training, the accomplished athlete ……… the medal triumphantly.","took off|went off|ran off|carried off",carried off,hard,VOCAB
"Having worked his fingers to the ……… for many years, he eventually saw the fruit of his hard work at the age of fifty.","end|edge|bone|nail",bone,hard,VOCAB
"Once she had achieved the success she desired, she decided that it was time to ……… it easy for a while.","take|make|have|do",take,hard,VOCAB
"There was a wonderful ski ……… way up in the mountains, suitable for the whole family.","lodge|hostel|pension|house",lodge,hard,VOCAB
The lucky survivors of the freak storm related their ……… tale to the eager journalists.,"challenging|harrowing|gruelling|saddening",harrowing,hard,VOCAB
"The heat of the summer sun had caused the area to catch fire, leaving behind only ………, smouldering tree trunks.","blackened|smoky|deadly|dried",blackened,hard,VOCAB
The boss was ……… with the new employee over his qualifications and ability to perform his job well.,"at a loose end|at a loss|at odds|at a standstill",at odds,hard,VOCAB
It was a ……… squabble and they didn't make up for weeks.,"strong|sharp|bitter|sour",bitter,hard,VOCAB
Take a penknife with you – it might ……… in handy.,"come|be|fall|get",come,hard,VOCAB
Everything is going well and business is ……….,"roaring|boosting|bursting|booming",booming,hard,VOCAB
I found her attitude quite ………. I really can't understand why she's so angry.,"moving|baffling|unconditional|invasive",baffling,hard,VOCAB
Making personal phone calls during office hours is ……… upon where I work.,"frowned|disapproved|condemned|criticised",frowned,hard,VOCAB
Peter was too ……… to dare to stand up and speak in front of all those people.,"self-aware|self-righteous|self-indulgent|self-conscious",self-conscious,hard,VOCAB
Sally has been feeling rather down in the ……… recently. How can we cheer her up?,"mood|dumps|beans|feelings",dumps,hard,VOCAB
Don't believe John – there's not a ……… of truth in what he says!,"trace|touch|grain|slip",grain,hard,VOCAB
He was knocked out in the fight and they had to throw water on him to bring him ……….,"back|round|in|over",round,hard,VOCAB
The environmental ……… group Greenpeace has done a lot to change government policies.,"campaign|pressure|power|force",pressure,hard,VOCAB
The young offender was obliged to report to his probation ……… on a weekly basis.,"officer|guide|advisor|leader",officer,hard,VOCAB
Deborah won the match against all ……….,"chances|hopes|facts|odds",odds,hard,VOCAB
Getting teenagers to assist old people can help to ……… the generation gap.,"cover|fix|throw|bridge",bridge,hard,VOCAB
"In court, the accused ……… guilty to all the charges.","was|pleaded|claimed|admitted",pleaded,hard,VOCAB
Discussions on the issue of expansion of the company have been in ……… since the outbreak of disease in the area.,"hitch|limbo|feud|core",limbo,hard,VOCAB
"Viewers were ……… at the incredible sight of the lunar landscape, unable to take their eyes off the screen until the very end of the broadcast.","switched|devised|transfixed|stifled",transfixed,hard,VOCAB
The culprit had been under their noses all along and so the investigators were criticised heavily for making unnecessary ……….,"blunders|hitches|assets|tasks",blunders,hard,VOCAB
The authorities were ……… that the public should not find out about the high level research being carried out at the institute.,"certain|adamant|absolute|sure",adamant,hard,VOCAB
They certainly ……… the mould when they brought out their latest model; it's totally different from anything else they've ever produced!,"destroyed|broke|cracked|changed",broke,hard,VOCAB
It's an accepted fact that in the modern world certain companies try to ……… their nearest competitors.,"outrun|outgrow|outdistance|outdo",outdo,hard,VOCAB
We are lucky to be witness to this era of ever-increasing ……… change.,"experimental|digital|technological|new age",technological,hard,VOCAB
"Working mothers throughout the company were delighted with the introduction of ………, as it made it easier to manage collecting children from school at different times on different days.","overtime|part-time|flexitime|full-time",flexitime,hard,VOCAB
Any job that involves doing the same thing day in day out must be pretty ……….,"strenuous|mundane|stimulating|arduous",mundane,hard,VOCAB
"Keith's ……… income looks impressive, but once tax and social security contributions are deducted, it's not so much.","full|grand|net|gross",gross,hard,VOCAB
"Having lost her mother at an early age, Mary felt she had become a mere ………, having to do absolutely everything for her five brothers and sisters.","taskmaster|workmate|slavedriver|workhorse",workhorse,hard,VOCAB
