word,definition,distractors,difficulty
sublime,tuyệt vời,to cajole|interactive|to precipitate,hard
subordinate,cấp dưới,to deflate|to quell|to stifle,hard
subordination,sự phụ thuộc,beneficiary|indefatigable|prevail,hard
subpoena,trát triệu tập,prototype|funeral|unctuous,hard
subservience,sự phục tùng,veneer|cessation|bombastic,hard
subsistence,sinh kế,substantial|obsession|high,hard
to substantiate,để chứng minh,shatter|anachronism|infamous,hard
substantiation,chứng cứ,violate|henceforth|rigmarole,hard
subterfuge,mưu mẹo,to incite|ranking|keynote,hard
subtlety,sự tinh tế,decadence|litigious|incontrovertible,hard
subversion,sự lật đổ,attendance|annihilation|rehabilitation,hard
subversive,lật đổ,velocity|void|authentic,hard
to subvert,để lật đổ,to antagonise|entropy|pioneer,hard
succinct,ngắn gọn,replete|ironically|to beleaguer,hard
to succumb,khuất phục,pedagogy|philistine|accessible,hard
sufficiency,đủ,joust|indulgent|resume,hard
suffrage,quyền bầu cử,inexhaustible|pallid|skip,hard
suffragette,người phụ nữ đấu tranh cho quyền bầu cử,conjecture|vermin|polyglot,hard
sullen,ủ rũ,twilight|idyllic|ploy,hard
summation,tổng,to accede|to satiate|motive,hard
summons,triệu tập,savagery|eulogy|prevention,hard
sumptuous,xa hoa,pond|famine|pirate,hard
superficial,bề mặt,mural|trigger|decadence,hard
superfluous,thừa thãi,spin|vigil|tariff,hard
to supersede,để thay thế,witticism|neophyte|tobacco,hard
superstition,mê tín dị đoan,laser|clash|forthcoming,hard
supine,nằm ngửa,dual|verve|brutal,hard
to supplant,để thay thế,impeccable|privation|mutual,hard
supple,mềm dẻo,temerity|to convene|reconstruction,hard
supremacist,người theo chủ nghĩa thượng đẳng,to burgeon|foolhardiness|incarnation,hard
supremacy,sự thống trị,dogmatic|vociferous|foster,hard
surfeit,sự dư thừa,to appease|jubilation|dilatory,hard
to surmise,suy đoán,precursor|arguably|to spawn,hard
to surmount,để vượt qua,pathway|enclave|sovereign,hard
to surpass,vượt qua,predilection|robust|intimate,hard
surreptitious,lén lút,to spawn|trustee|nominee,hard
surrogate,người thay thế,zest|ostracism|yearning,hard
susceptibility,khả năng nhạy cảm,recidivism|uniformity|prestigious,hard
susceptible,dễ bị tổn thương,despondency|exacting|ponderous,hard
sustenance,sự nuôi dưỡng,perennial|ordeal|solely,hard
swathe,dải,suck|skirmish|to revere,hard
swindle,lừa đảo,bulwark|thrive|diaspora,hard
sycophancy,sự nịnh hót,whereby|fruition|disturbing,hard
sycophant,kẻ nịnh hót,pacifism|excruciating|prey,hard
sycophantic,kẻ nịnh hót,reproduce|experimental|renown,hard
syllabus,giáo trình,vanguard|to truncate|mishap,hard
symbiosis,cộng sinh,initiate|to chastise|reincarnation,hard
symbolism,biểu tượng,telepathy|tranquil|terminate,hard
symposium,hội thảo,tourniquet|artifice|partisan,hard
syndicate,liên minh,ornate|refractory|epoch,hard
synergy,sự phối hợp,minimize|to inaugurate|salubrious,hard
synopsis,Tóm tắt,velvet|wheedling|deficiency,hard
tableau,bức tranh,vitality|sullen|standoff,hard
tabloid,báo lá cải,vigilante|to ratify|seminal,hard
taboo,điều cấm kỵ,squeeze|underling|toxicity,hard
tacit,ngầm,luminous|quorum|amendment,hard
taciturn,ít nói,exceptional|to vilify|harassment,hard
tact,chiến thuật,originate|physician|constitute,hard
tactician,chiến thuật gia,impasse|obsequious|unanimous,hard
taint,sự ô nhiễm,entrenchment|opportunistic|staunch,hard
talisman,bùa hộ mệnh,bounce|requisition|ferocious,hard
tangential,tiếp tuyến,charlatan|despondency|scapegoat,hard
tangible,hữu hình,superfluous|intimation|thereby,hard
tantamount,tương đương,mob|coordinate|veneration,hard
tantrum,cơn giận dữ,blend|endure|large,hard
tariff,biểu phí,infatuation|opulent|vilification,hard
to tarnish,làm hoen ố,timely|allegiance|incumbency,hard
taskmaster,người quản lý,sexuality|playwright|placid,hard
tawdry,rẻ tiền,zeitgeist|montage|effusion,hard
tedious,tẻ nhạt,inception|retribution|pad,hard
tedium,sự nhàm chán,continuum|to kindle|quorum,hard
telepathy,thần giao cách cảm,to embezzle|liturgy|enticing,hard
temerity,sự liều lĩnh,vindictive|jubilation|idiosyncrasy,hard
temperament,tính khí,arcane|parsimony|demagogue,hard
temperance,sự tiết chế,to outweigh|desktop|simile,hard
tempestuous,bão tố,to acquit|newsletter|enclave,hard
tempo,nhịp độ,lesbian|pensive|ecological,hard
temporal,thời gian,dotage|notably|sake,hard
tenacious,kiên cường,detriment|carriage|commentator,hard
tenacity,sự kiên trì,repertoire|discourse|to satiate,hard
tenet,nguyên tắc,orthodoxy|inexorable|watershed,hard
tenor,giọng nam cao,intake|disrepute|concede,hard
tentative,dự kiến,to deride|folly|sophomore,hard
tenuous,mỏng manh,indifferent|dissonance|omniscience,hard
termination,chấm dứt,bench|attendance|lad,hard
terminology,thuật ngữ,animosity|metamorphosis|convivial,hard
terminus,điểm cuối,squad|sobriety|rapport,hard
terse,ngắn gọn,unpretentious (adj)|bleed|impervious,hard
testament,di chúc,mosaic|dense|remorse,hard
testimonial,lời chứng thực,anguish|thereby|composition,hard
tether,dây buộc,noon|aesthetic|assemble,hard
theatricality,tính kịch tính,scion|aspersion|to pervert,hard
theologian,nhà thần học,synergy|rotate|spouse,hard
theorem,định lý,camaraderie|tribalism|haphazard,hard
thesaurus,từ đồng nghĩa,to flaunt|bass|handful,hard
thicket,bụi rậm,macrocosm|veracity|to foment,hard
thoroughfare,đường chính,recount|to vanquish|utmost,hard
thrall,nô lệ,idyllic|unthinkable|dilatory,hard
thrift,tiết kiệm,thought|accessible|statute,hard
throwback,hoài cổ,puerile|varied|monopoly,hard
to thwart,để ngăn chặn,entropy|chaos|selective,hard
timbre,âm sắc,to ensue|malaise|to ruminate,hard
timidity,sự nhút nhát,precocious|devoid|conceal,hard
timorous,nhút nhát,buck|acid|dose,hard
tipster,người mách nước,wholly|exorbitant|populace,hard
tirade,lời công kích,excellence|acrimony|jaundiced,hard
titan,người khổng lồ,fray|closure|legislative,hard
tithe,phần mười,damaging|thrift|distort,hard
token,mã thông báo,selective|villain|multitude,hard
tokenism,sự hình thức,vicious|auto|idiosyncratic,hard
tombstone,bia mộ,commodity|wayward|arcane,hard
tome,cuốn sách,explicit|adverse|to abdicate,hard
tonnage,trọng tải,ruination|candour|desultory,hard
topography,địa hình,strip|noon|cling,hard
torment,sự tra tấn,flexibility|diatribe|to expedite,hard
tornado,lốc xoáy,inept|portfolio|thesaurus,hard
torpor,trạng thái ngủ đông,privation|to persecute|evolutionary,hard
torpid,tê mê,feat|obstreperous|commerce,hard
torque,mô-men xoắn,evoke|reside|succession,hard
torrent,torrent,severance|to expedite|serial,hard
torrid,nóng bỏng,adulation|quota|willingness,hard
tortuous,quanh co,abundance|handling|wilderness,hard
totalitarian,toàn trị,undertaking|adverse|perjury,hard
touchstone,điểm tham chiếu,minimize|daft|say,hard
tourniquet,garô,heirloom|to enthrall|leap,hard
toxicity,độc tính,wantonness|dispute|reverent,hard
tract,đường dẫn,sacrifice|hospice|salacious,hard
tractable,dễ bảo,consecutive|clarity|ash,hard
tradesman,thương gia,counter|hubris|smash,hard
traditionalism,chủ nghĩa truyền thống,atrocity|post|to refute,hard
trafficker,kẻ buôn lậu,admittance|trepidation|sombre,hard
trailblazer,người tiên phong,pop|cunning|creator,hard
trajectory,quỹ đạo,boundary|duress|fruition,hard
trance,trạng thái thôi miên,administrative|mediator|amendment,hard
tranquil,yên tĩnh,sanction|activation|turnout,hard
tranquillity,sự yên tĩnh,moribund|sanctimonious|persistent,hard
to transcend,vượt qua,prosaic|woe|rationale,hard
transcendence,siêu việt,edification|epitome|enquire,hard
to transcribe,để phiên âm,rigmarole|ravine|famine,hard
to transgress,vi phạm,legitimate|solace|reminiscent,hard
transgression,sự vi phạm,misanthrope|pennant|boon,hard
transient,thoáng qua,large|inequity|funeral,hard
translucent,trong suốt,retreat|tolerate|proceedings,hard
travesty,sự nhạo báng,patrol|appealing|distort,hard
treacherous,xảo quyệt,ruse|to levy|trio,hard
treachery,sự phản bội,to forsake|jocular|resilient,hard
treason,phản bội,susceptible|impassive|broadband,hard
treatise,luận văn,virtue|tribune|immortal,hard
tremor,sự rung chuyển,subconscious|unrivalled|rostrum,hard
trenchant,sắc bén,voyeur|corrupt|prosperity,hard
trepidation,sự lo sợ,terminal|assert|auto,hard
tribalism,chủ nghĩa bộ lạc,jargon|arrogance|wry,hard
tribulation,hoạn nạn,tempt|portfolio|genocide,hard
tribunal,tòa án,delegate|deviation|malcontent,hard
tribune,diễn đàn,intransigent|paradigm|partisanship,hard
tributary,nhánh sông,unify|set|perspicacious,hard
trickery,mánh khóe,to contravene|misery|glimpse,hard
trickster,kẻ lừa đảo,constitution|to incite|heresy,hard
trifle,bánh ngọt nhỏ,snub|to herald|insolent,hard
trilogy,bộ ba,idiot|battlefield|obstreperous,hard
trinket,đồ trang sức,stopgap|shrug|to convene,hard
trite,tầm thường,classification|to juxtapose|acrimony,hard
troupe,đoàn kịch,harmony|exquisite|opportunistic,hard
truculent,hung hăng,invective|shrine|pavilion,hard
trudge,lê bước,moniker|exultation|allegiance,hard
truism,chân lý,pennant|prevalence|pungency,hard
to truncate,cắt bớt,interference|defect|terse,hard
trusteeship,ủy thác,copious|sheer|machismo,hard
tumult,hỗn loạn,hysteria|ornate|talisman,hard
tumultuous,xôn xao,barrage|overly|sheer,hard
tundra,lãnh nguyên,ambrosial|default|breakdown,hard
turbulence,sự nhiễu loạn,intact|acrimonious|marketplace,hard
turbulent,hỗn loạn,legendary|hackneyed|abortion,hard
turmoil,sự hỗn loạn,archipelago|solace|liquidation,hard
turncoat,kẻ phản bội,outrage|to herald|slam,hard
turpitude,sự đồi trụy,underling|harsh|thereafter,hard
tutelage,sự dạy kèm,extremist|tribunal|to languish,hard
twilight,hoàng hôn,pompous|spurious|echo,hard
tycoon,ông trùm,tact|obscurity|reportedly,hard
typhoon,bão,realm|bishop|formidable,hard
tyranny,chuyên chế,coercion|crystal|enormity,hard
tyrant,bạo chúa,prowess|frenzy|violation,hard
ubiquitous,phổ biến,heretical|gear|seditious,hard
ubiquity,sự phổ biến,hint|inflammatory|multitude,hard
ultimatum,tối hậu thư,nomenclature|swing|enmity,hard
umbrage,bóng râm,salvation|specimen|tawdry,hard
umpire,trọng tài,pique|dawn|restive,hard
unanimity,sự nhất trí,dispassionate|disposition|collusion,hard
unanimous,nhất trí,chasm|nexus|sanctuary,hard
unctuous,trơn trượt,kidney|velvet|to fabricate,hard
undaunted,không nao núng,sacred|attribute|buffer,hard
undercurrent,dòng chảy ngầm,ubiquity|remains|applicable,hard
underdog,kẻ yếu thế,pragmatism|viper|maverick,hard
underling,cấp dưới,tempo|allusion|wherewithal,hard
underpinning,nền tảng,vastness|to disparage|bureaucracy,hard
understatement,nói giảm nói tránh,to divulge|simulation|probe,hard
understudy,người học việc,regent|flaw|lapse,hard
undertaker,người lo tang lễ,curiosity|sojourn|authorize,hard
undertaking,thực hiện,zeitgeist|dilatory|correspondent,hard
undertone,âm hưởng,quartet|languid|pedigree,hard
underworld,thế giới ngầm,leap|suite|film,hard
underwriter,người bảo lãnh,devise|clash|hubris,hard
undoing,hủy bỏ,undoing|solemn|peasant,hard
unease,sự bất an,adherence|pastor|attendance,hard
unenviable,không đáng ghen tị,menacing|ballot|impropriety,hard
unequivocal,không thể chối cãi,moribund|waywardness|to dispense,hard
unfathomable,không thể hiểu nổi,to acquit|to obviate|sacrilege,hard
unification,thống nhất,hostility|esoteric|to abet,hard
uniformity,tính đồng nhất,to supersede|naivety|infamous,hard
unison,đồng nhất,pipeline|to validate|mob,hard
universality,tính phổ quát,circulate|intimation|to ascertain,hard
unpretentious (adj),giản dị (tính từ),authentic|alacrity|ebullient,hard
unremitting,không ngừng nghỉ,to forgo|maestro|lukewarm,hard
unrivalled,vô song,sustenance|to appease|desultory,hard
unruly,không ngoan ngoãn,combat|luxuriant|judicial,hard
unsullied,không tì vết,insolent|to abstain|tyrant,hard
untenable,không thể chấp nhận được,sanctuary|jocular|churlish,hard
unthinkable,không thể tưởng tượng nổi,shambles|consent|cadence,hard
untrodden,chưa từng có ai đặt chân tới,resolute|rubric|homage,hard
unwieldy,cồng kềnh,pithy|vagrant|patch,hard
unwitting,vô tình,torpor|repository|taxpayer,hard
to upbraid,quở trách,divine|verification|stratagem,hard
upheaval,sự biến động,culprit|tawdry|maintenance,hard
upkeep,bảo trì,squalor|pregnancy|camaraderie,hard
uprising,cuộc nổi dậy,nebulous|idiot|merely,hard
uproar,sự náo động,invasive|induce|prototype,hard
uproarious,ồn ào,subtlety|tide|lucid,hard
upshot,kết quả,correlate|stratification|retrospection,hard
upsurge,sự gia tăng,gestation|ambivalent|flimsy,hard
upturn,sự tăng trưởng,tourniquet|bonus|aspiration,hard
urbane,lịch sự,rental|fruition|incongruous,hard
urgency,khẩn cấp,fortuitous|evacuate|pump,hard
usher,người hướng dẫn,steward|renew|influential,hard
to usurp,chiếm đoạt,to pervade|haughty|quagmire,hard
usurpation,sự chiếm đoạt,absurd|to satiate|wit,hard
utensil,dụng cụ,to stifle|garish|nationwide,hard
utilitarianism,chủ nghĩa vị lợi,pejorative|facet|dedicated,hard
utmost,tối đa,stratification|delineation|pending,hard
utopia,thiên đường,sequestration|long|elevate,hard
utopianism,chủ nghĩa không tưởng,judicial|to peruse|offspring,hard
utterance,phát ngôn,to entail|to bequeath|artifice,hard
vacancy,vị trí còn trống,obsolete|vocation|glory,hard
to vacillate,dao động,underpinning|collaborate|equanimity,hard
vacillation,sự do dự,disjointed|querulous|frugal,hard
vacuous,trống rỗng,abeyance|plead|anonymous,hard
vagary,sự thất thường,stanza|mainstay|offering,hard
vagrant,người lang thang,kinship|wanton|pensive,hard
vain,vô ích,acceptance|sensation|irreproachable,hard
to validate,để xác thực,rhetoric|arguably|throwback,hard
valour,lòng dũng cảm,travesty|turnover|fissure,hard
valuation,định giá,succinct|mediocrity|accessible,hard
vandal,kẻ phá hoại,spam|hapless|dialectic,hard
vandalism,phá hoại,dominance|intellectual|accumulation,hard
vanguard,tiên phong,quintessence|forge|flimsy,hard
vanity,sự phù phiếm,tutelage|echo|madcap,hard
to vanquish,để đánh bại,enthusiast|memo|beam,hard
vanquished,bị đánh bại,parlance|memorabilia|hedonistic,hard
vapid,nhạt nhẽo,terminus|plaintiff|notable,hard
variance,phương sai,ruling|chagrin|scattered,hard
variegated,nhiều màu sắc,villain|to protract|missile,hard
vastness,sự rộng lớn,attribute|lexicon|analogy,hard
vault,kho tiền,dominance|sheen|burial,hard
vehemence,sự mãnh liệt,to heed|furor|solstice,hard
vehemently,một cách quyết liệt,shipping|warranty|bane,hard
velocity,vận tốc,reside|echelon|exaltation,hard
velvet,nhung,sketch|orthodoxy|atrocity,hard
venal,tĩnh mạch,iota|contradiction|striking,hard
vendetta,trả thù,tribulation|beloved|prodigy,hard
veneer,lớp phủ,preamble|supine|coordinator,hard
venerable,đáng kính,identification|penitence|plea,hard
veneration,sự tôn kính,affidavit|reverential|verbal,hard
vengeance,sự trả thù,incredulous|to relinquish|variegated,hard
venom,nọc độc,zeal|sobriety|resplendent,hard
vent,lỗ thông hơi,selective|sustenance|to retaliate,hard
veracity,tính xác thực,culpable|tolerate|wizened,hard
verbatim,nguyên văn,euphemism|lampoon|default,hard
verbose,chi tiết,acerbic|sensation|laser,hard
verdant,xanh tươi,understudy|rubric|jamboree,hard
verge,lề đường,ravine|slap|to elicit,hard
