sentence,answer,distractors,difficulty
They want to erect a huge satellite ........... right opposite my house.,dish,plate|record|platter|dish,hard
"I can't give you that information, you will have to speak with the press ........... .",officer,officer|official|executive|administrator,hard
We'll take a short ........... break and we'll be right back.,commercial,commercial|advertising|promotional|publicity,hard
"To find out what's on TV, just look in the TV & radio ........... .",listings,programmes|schedules|listings|records,hard
"The match will be screened on ITV, with ........... commentary by Andy Gray.",live,lively|live|alive|living,hard
There will be ........... coverage of the games on most channels.,extensive,complete|general|widespread|extensive,hard
His supporters did everything they could to ........... him on in the race.,spur,push|spur|drive|prod,hard
One of the guests stood up to ........... the virtues of the fine food.,extol,worship|admire|appreciate|extol,hard
He didn't mean to be offensive; it was quite an ........... remark.,innocuous,innocuous|inaugural|integral|insidious,hard
The job creation scheme is still in its ........... .,infancy,childhood|babyhood|opening|infancy,hard
The Prime Minister gave an ........... response to the question.,evasive,evading|invasive|evasive|invading,hard
She had a(n) ........... interest in holding a separate bank account.,vested,vested|invested|shadowed|implied,hard
I assure you that I ........... no hostile feelings towards you.,harbour,shelter|harbour|embrace|cover,hard
I am sick of hearing the same old ........... in meetings.,platitudes,plenitudes|placidities|pliabilities|platitudes,hard
The passenger cabins which were on the upper ........... were renovated last year.,deck,floor|deck|level|ground,hard
A note in the Captain's log stated that it was the roughest ........... he had ever experienced.,crossing,passage|crossing|crossroad|passing,hard
Enormous swells roused by ferocious winds made it impossible to ........... the ship to safety.,steer,direct|control|steer|drive,hard
The stricken vessel ran ........... on a large reef.,aground,aside|ashore|aground|around,hard
"Of those on ..........., few survived to relate the tragedy of the Pacific Queen.",board,board|side|hand|aboard,hard
"Without delay, she booked a(n) ........... flight to Manila so as to be in time for the meeting.",direct,instant|direct|straight|even,hard
Poor ........... led to the pilot's decision to request a landing at an alternative airport.,visibility,sight|clarity|visibility|vision,hard
Julia preferred to sleep rather than partake of the ........... entertainment.,in-flight,flying|flight|in-flight|in-flying,hard
She was rudely awakened by a sudden bout of ........... turbulence.,heavy,stern|somber|weighty|heavy,hard
Their ........... from the airport to the hotel was speedily arranged.,transfer,transfer|translocation|move|relocation,hard
She failed to see how the area had ever become such a popular holiday ........... .,destination,objective|destination|goal|target,hard
"While in Jamaica, she was able to ........... in some of her favourite activities.",indulge,enjoy|rejoice|involve|indulge,hard
The cabin ........... were dressed in very bright orange suits.,crew,workforce|attendants|personnel|crew,hard
"When I remembered I had forgotten Julie's present, I was already in the departure ........... .",lounge,room|salon|lounge|lobby,hard
"She was very frustrated by his behaviour, but didn't say anything because she didn't want to ........... the boat.",rock,shake|rattle|rock|roll,hard
Ben thought it pointless to swim against the ........... as the vast majority of guests clearly wanted to go to the party.,tide,tide|flow|wind|drift,hard
"The engine was making a very strange sound, so it seemed prudent to pull onto the hard ........... .",shoulder,place|line|shoulder|lane,hard
Turning on his ........... lights would have alerted other drivers to his presence at the roadside.,hazard,danger|risk|hazard|peril,hard
"By ........... speed restrictions on motorways, the government has endangered every careful driver on the road.",lifting,heightening|lifting|rising|elevating,hard
"Whenever he watched detective films, his imagination ran ........... .",riot,raging|riot|unchecked|furious,hard
Since moving that furniture I have this dull ........... in my back.,ache,ache|pinch|pain|sore,hard
You should see a doctor; after such a blow to the head you may be suffering from ........... .,concussion,condition|percussion|concussion|perfusion,hard
"After swimming a lot, I often get ........... in one leg.",cramp,stitch|cramp|spasm|clot,hard
It's not unusual to suffer some slight ........... after visiting the dentist's.,discomfort,distension|distortion|discordance|discomfort,hard
"Close to complete ..........., the marathon runner entered the stadium.",exhaustion,exhaustion|collapse|tiredness|depletion,hard
The nurse dressed the ........... on his leg and gave him an injection.,wound,hurt|cutting|slit|wound,hard
David has a(n) ........... to fainting at the sight of blood.,predisposition,inclination|predilection|predisposition|penchant,hard
I still ........... in the morning even though I gave up smoking a month ago.,wheeze,whistle|wheeze|whirl|whip,hard
I am subjected to ........... smoking in the office and at home.,passive,passive|inactive|involuntary|inert,hard
You are advised not to engage in ........... activity during very hot weather.,strenuous,strenuous|strained|stringent|stern,hard
"After the crash, he was taken to hospital suffering from ........... injuries.",multiple,manifold|variable|diverse|multiple,hard
All Jane's friends visited her in hospital to wish her a ........... recovery.,speedy,hastened|speedy|quickened|rushing,hard
Some of the cattle were placed in quarantine for fear of the disease being ........... .,contagious,contractual|contagious|congenital|contentious,hard
Don't be so concerned; it's only a(n) ........... wound.,flesh,skin|shallow|exterior|flesh,hard
The doctor told me to increase my vitamin D ........... .,intake,reception|content|intake|ingestion,hard
The surgeon made a small ........... behind the patient's ear.,incision,incision|notch|slit|precision,hard
The footballer had a ........... injury to his hamstring.,recurring,repeating|regular|replicating|recurring,hard
My father is suffering from a ........... infection.,respiratory,respiration|respiratory|breathing|breath,hard
Travelling by sea makes me suffer from ........... .,nausea,vertigo|vomit|nausea|disgust,hard
"After a series of tests, the doctor was able to make a(n) ........... .",diagnosis,diagnosis|conclusion|result|opinion,hard
........... are kindly requested to observe the no-smoking policy in this restaurant.,Diners,Eaters|Diners|Consumers|Punters,hard
